NCT_ID,Brief_Title,Has_Adverse_Events,Total_Deaths,Total_Serious_AEs,Total_Other_AEs,Unique_Serious_Events,Unique_Other_Events,Event_Groups
NCT02302365,Data Collection of Routine Clinical Use With the Spectra Optia® Apheresis System for White Blood Cel...,True,0,1,67,1,14,2
NCT01943565,Intrathecal Hydromorphone for Post-cesarean Delivery Pain - a Dose Finding Study,True,0,0,3,0,4,3
NCT04826965,VAC Bioburden Wound Care Assessment,True,0,0,0,0,0,2
NCT00783965,Topical Tazarotene in Treating Patients With Basal Cell Skin Cancer and Basal Cell Nevus Syndrome on...,True,0,2,31,2,8,2
NCT04942665,Low Dose ICG for Biliary Tract and Tumor Imaging,True,0,0,0,0,0,2
NCT04306965,Apremilast 30 mg Twice Daily (BID) Combined With Dupilumab,True,0,0,8,0,2,1
NCT01761565,Single and Multiple Dose Pharmacokinetics of Sufentanil NanoTab,True,0,0,23,0,18,2
NCT03156465,Iowa Cochlear Implant Clinical Research Center Hybrid L24 and Standard Cochlear Implants in Profound...,True,0,0,0,0,0,1
NCT00676065,Long-term Active Surveillance Study for Oral Contraceptives (LASS),True,0,7969,0,16,0,3
NCT01011465,The Biology of Resilience,True,0,0,0,0,0,8
NCT01305265,Post-operative Sore Throat as Determined by Endotracheal Tube Inflation Technique,True,0,0,0,0,0,2
NCT03136965,Platelet-Rich Plasma Therapy for Patellar Tendinopathy,True,0,0,0,0,0,3
NCT02680665,Ameparomo Capsules 250 mg Drug Use Investigation,True,0,0,18,0,4,1
NCT01861665,Marcaine Use in Laparoscopic Gynecological Surgery,True,0,0,0,0,0,2
NCT01428765,GLORIA-AF Registry Program (Phase I),True,0,0,0,0,0,1
NCT02782065,Validation of the Hospital Asthma Severity Score (HASS),True,0,0,0,0,0,1
NCT02944565,Daratumumab in Treating Patients With Multiple Myeloma,True,0,0,0,0,0,1
NCT01952665,A Multi-Center Study Comparing the Clinical Performance of Two Silicone Hydrogel Lenses Over 1 Month...,True,0,1,0,1,0,2
NCT01146665,Pilot Study of a Computer-Based Intervention for Alcohol Misuse in the Emergency Department,True,0,0,0,0,0,2
NCT01722331,"A Study to Evaluate the Efficacy and Safety of Subcutaneous MK-3222, Followed by an Optional Long-Te...",True,1,64,338,48,3,7
NCT02417831,Determine the Bioequivalence of Two Formulations of Tamsulosin HCl Capsules in Fasted Male.,True,0,0,15,0,3,2
NCT01092182,Phase II Study of Dose-Adjusted EPOCH-Rituximab in Adults With Untreated Burkitt Lymphoma and c-MYC+...,True,19,94,172,89,269,3
NCT01519882,Sleep Efficiency Assessed by Polysomnography (PSG Sleep Lab Testing) in Advanced Parkinson's Disease,True,0,0,1,0,5,2
NCT00676182,Telerehabilitation for OIF/OEF Returnees With Combat-Related Traumatic Brain Injury,True,0,4,0,4,0,1
NCT00147082,Leukocyte Function in Chronic Obstructive Pulmonary Disease (COPD),True,0,0,0,0,0,3
NCT01380782,BIBF 1120 for Recurrent High-Grade Gliomas,True,0,13,36,19,63,2
NCT01409382,Maternal Lifestyle and Neonatal Hypoglycemia,True,0,152,0,6,0,4
NCT01439282,Eribulin in Combination With Capecitabine for Adjuvant Treatment in Estrogen Receptor-Positive Early...,True,0,15,77,25,207,2
NCT00417482,Antipsychotic Discontinuation in Alzheimer's Disease,True,0,15,89,7,8,5
NCT03777982,Conventional Androgen Deprivation Therapy (ADT) With or Without Abiraterone Acetate + Prednisone and...,True,0,0,12,0,50,2
NCT01435382,A Pharmacokinetic and Pharmacodynamic Study of PF-04950615 (RN316) in Subjects With Hypercholesterol...,True,0,0,28,0,26,4
NCT03153982,Ruxolitinib in Operable Head and Neck Cancer,True,2,2,6,3,16,1
NCT02084082,Bioequivalence of a FDC Tablet of Linagliptin/Metformin (5mg/1000mg) Extended Release in Healthy Sub...,True,0,2,21,7,9,4
NCT01782482,A Comparison of Two Color Contact Lenses in Habitual Clear Contact Lens Wearers,True,0,0,0,0,0,2
NCT00595582,Early Intervention in Mild Cognitive Impairment (MCI) With Curcumin + Bioperine,True,0,0,2,0,1,1
NCT02662582,A Study to Assess the Effect of CK-2127107 on Physical Function in Subjects With Chronic Obstructive...,True,0,3,4,3,1,2
NCT02866682,"Prospective Study Comparing Brand and Generic Immunosuppression on Transplant Outcomes, Adherence, &...",True,1,62,137,4,49,2
NCT03931382,Virtual Reality Preparation for Medical Imaging,True,0,0,0,0,0,3
NCT01415882,Ixazomib Citrate in Treating Patients With Relapsed Multiple Myeloma That Is Not Refractory to Borte...,True,28,66,163,66,111,5
NCT00343382,Pilocarpine in Treating Vaginal Dryness in Patients With Breast Cancer,True,0,0,128,0,18,3
NCT01664182,"Trebananib With or Without Bevacizumab, Pazopanib Hydrochloride, Sorafenib Tosylate, or Sunitinib Ma...",True,2,28,34,25,163,2
NCT01125774,Telcagepant for Prevention of Menstrually Related Migraine in Female Participants With Episodic Migr...,True,0,35,1232,45,6,2
NCT05274074,Social-LEAF Life Enhancing Activities for Caregivers,True,0,0,0,0,0,2
NCT01931865,IncobotulinumtoxinA for Treatment of Focal Cancer Pain After Surgery and/or Radiation,True,0,0,0,0,0,1
NCT00115765,PACCE: Panitumumab Advanced Colorectal Cancer Evaluation Study,True,0,494,1021,341,86,2
NCT02473965,Efficacy and Safety of IGIV-C in Corticosteroid Dependent Patients With Generalized Myasthenia Gravi...,True,3,10,45,10,30,2
NCT00591565,An 8 Week Open-Label Study to Evaluate the Efficacy and Safety of Acamprosate Calcium (Campral) as A...,True,0,0,2,0,2,1
NCT00322465,NGU: Doxycycline (Plus or Minus Tinidazole) Versus Azithromycin (Plus or Minus Tinidazole),True,0,0,78,0,35,4
NCT00830765,The Use of Progesterone to Reduce Preterm Birth,True,0,0,0,0,0,2
NCT03552965,Margin-Based Vs. Robust Photon Radiotherapy Planning in IMRT of HN-SQCC,True,2,7,9,15,79,2
NCT02389465,Stress and Inflammation in Late-Life Depression,True,0,4,17,6,21,4
NCT02252965,Metformin Extended Release Versus Metformin Immediate Release in Subjects With Type 2 Diabetes,True,0,8,244,9,117,3
NCT03924765,Assistive Hip Exoskeleton Study for Stroke,True,0,0,0,0,0,1
NCT01235065,GlideScope Versus Direct Laryngoscope for Emergency Intubation,True,0,0,0,0,0,2
NCT02424565,Effect of Topical Application of Iodex® Balm on Local Surface Temperature,True,0,0,0,0,0,2
NCT03412565,A Study to Evaluate Subcutaneous Daratumumab in Combination With Standard Multiple Myeloma Treatment...,True,13,108,265,105,84,4
NCT02008565,Controlling Anal Incontinence by Performing Anal Exercises With Biofeedback or Loperamide (CAPABLe),True,1,24,217,25,11,4
NCT03627065,A Study of INCB050465 in Primary Sjögren's Syndrome,True,0,0,4,0,10,1
NCT02086565,"Using IT to Improve Access, Communication and Asthma in African American and Hispanic/Latino Adults",True,5,112,32,35,13,2
NCT00234065,Post-marketing Study of Cilostazol (Cilostazol Stroke Prevention Study 2),True,0,805,2527,349,21,2
NCT01224665,S1011 Standard or Extended Pelvic Lymphadenectomy in Treating Patients Undergoing Surgery for Invasi...,True,241,15,445,23,36,2
NCT04464265,Magnetic Resonance Imaging of the Effect of Music Listening on Brain Activity Under Anesthesia,True,0,0,1,0,2,1
NCT00691665,Comparison of Olopatadine 0.6% and Fluticasone Proprionate 50mcg Nasal Sprays in a Two Week Seasonal...,True,0,0,0,0,0,2
NCT02059265,"Dasatinib in Treating Patients With Recurrent or Persistent Ovarian, Fallopian Tube, Endometrial or ...",True,24,16,28,15,99,1
NCT02772965,Low Dose Oral Methotrexate in Pediatric Crohn's Disease Patients Initiating Anti-Tumor Necrosis Fact...,True,0,51,285,29,11,2
NCT00739765,Effectiveness of Three Different Psychotherapies for Chronic Post-Traumatic Stress Disorder,True,0,0,0,1,0,3
NCT01959165,MEDI7183 Phase 2 Study in Japanese Ulcerative Colitis Patients,True,0,2,24,2,28,4
NCT00605865,Drug Use Investigation of Jzoloft.,True,0,9,263,10,75,1
NCT01190865,Study of Survival Duration for Donor Skin Cells in Skin Biopsy Wounds,True,0,1,8,1,11,1
NCT01236365,Statins in Children With Type 1 Diabetes and Hypercholesterolemia,True,0,1,18,1,17,2
NCT04534465,"Study to Gather Information on the Acceptability of a New Flavor System With Increasing Levels of 2,...",True,0,0,26,0,5,5
NCT00798265,"A Phase I Study of Quadrivalent Human Papilloma Virus (HPV) (Types 6, 11, 16, 18) Recombinant Vaccin...",True,0,1,24,2,71,2
NCT04176965,Investigation of the Safety and Effectiveness of a Trifocal IOL,True,3,33,65,31,1,6
NCT03673865,The Use of 3D Printing in Orbital Fractures,True,0,0,0,0,0,2
NCT01205165,"An Open Label, Multi Centre Phase IV Study of Adefovir Dipivoxil in Korean Patients With Chronic Hep...",True,0,2,16,3,2,1
NCT01033565,Melatonin CR for the Treatment of Impaired Sleep Maintenance in 4-8 Year Old Children With Autism Sp...,True,0,0,0,0,0,1
NCT00747565,Safety and Effectiveness of a Multifocal Intraocular Lens (IOL),True,0,15,0,6,0,2
NCT01255865,Comparison Study of Core Temperature Thermometry Systems,True,0,0,0,0,0,7
NCT04054765,A Virtual Reality Videogame for E-cigarette Prevention in Teens,True,0,0,0,0,0,2
NCT01199965,Pharmacokinetics & Tolerability Study of MAP0004 in Smoking and Non-Smoking Adult Volunteers,True,0,0,49,0,15,4
NCT01497665,GRN1005 in Non-Small Cell Lung Cancer (NSCLC) Patients With Brain Metastases (GRABM-L),True,0,9,16,14,98,1
NCT01604265,A Study of Sativex in the Treatment of Central Neuropathic Pain Due to Multiple Sclerosis,True,0,0,52,0,35,2
NCT01201265,A Study of Bevacizumab in Combination With Gemcitabine and Carboplatin in Participants With Triple N...,True,0,17,18,18,7,1
NCT03398265,Treatment Navigation for Opioid Use Disorder,True,0,0,0,0,0,2
NCT01479465,Efficacy and Safety of Simtuzumab (SIM) With FOLFIRI as Second Line Treatment in Colorectal Adenocar...,True,0,72,246,76,109,4
NCT03461965,3D Printed Models in Mohs Micrographic Surgery,True,0,0,0,0,0,2
NCT01251965,Phase l/II Study of Ruxolitinib for Acute Leukemia,True,0,27,27,20,31,3
NCT03762265,A Study of PRN1008 in Patients With Pemphigus,True,2,30,204,22,31,8
NCT01289665,The Effect of Lubricating Gel on Patient Comfort During Speculum Insertion.,True,0,0,0,0,0,2
NCT03121365,Digital Literacy Promotion,True,0,0,3,0,1,2
NCT01957865,Real-Time Antiretroviral Therapy Adherence Intervention in Uganda,True,0,0,0,0,0,3
NCT01545765,Anesthetic Effect Duration Assessment,True,0,0,2,0,3,1
NCT01868165,Assessing the Impact of Calcium Channel Blockers on COGnitive Function in the Very Elderly (AI-COG),True,0,0,0,0,0,1
NCT01157065,Evaluation of AL-78898A in Exudative Age-Related Macular Degeneration,True,0,6,19,5,11,2
NCT00439465,Adoptive Cellular Immunotherapy Following Autologous Peripheral Blood Stem Cell Transplantation for ...,True,0,0,11,0,11,1
NCT01628965,A Long-Term Extension Trial From Phase II/III of SPM 962 in Early Parkinson's Disease Patients,True,0,24,138,22,19,1
NCT02068027,"Study of Clonidine Hydrochloride Topical Gel, 0.1% in the Treatment of Pain Associated With Diabetic...",True,0,19,96,20,7,2
NCT00337727,Aprepitant for the Prevention of Chemotherapy Induced Nausea and Vomiting (CINV)(0869-130)(COMPLETED...,True,0,32,535,29,21,2
NCT00821327,"Gemzar, Cisp, Sunitinib Urothelial Ca",True,0,7,32,8,35,1
NCT04710927,Silver Diamine Fluoride and Papain-Based Gel for Management of MIH-affected Molar in Paediatric Pati...,True,0,0,0,0,0,3
NCT02486627,A Study of Plazomicin Compared With Meropenem for the Treatment of Complicated Urinary Tract Infecti...,True,1,10,0,12,0,2
NCT02588027,Effect of Ibuprofen on Postoperative Opiate Medication Use and Shoulder Functional Outcomes,True,0,0,0,0,0,2
NCT01147627,Effect of Different Interventions on Glycemic Control and β-cell Function in Newly Diagnosed Type 2 ...,True,0,13,154,13,23,3
NCT01587027,Safety Evaluation of Aminophylline and Methazolamide,True,0,0,15,0,19,2
NCT00623727,BAY79-4980 Compared to rFVIII-FS in Previously Treated Patients With Severe Hemophilia A,True,0,9,66,12,21,4
NCT00784927,"Lenalidomide, Rituximab, Cyclophosphamide, and Dexamethasone in Treating Patients With Previously Un...",True,0,15,33,16,53,1
NCT01596127,Intrathecal Rituximab in Lymphoid Malignancies Involving Central Nervous System,True,1,1,3,2,13,1
NCT01946165,Abiraterone Acetate Plus LHRH Agonist and Abiraterone Acetate Plus LHRH Agonist and Enzalutamide,True,0,5,68,6,115,2
NCT02542865,A Study to Investigate the Impact of Fortified Malt Based on Immunity Outcomes in School Children,True,0,0,649,0,49,2
NCT00659165,Insulin Detemir Compared to Insulin Glargine: Appetite and Calories Consumed in Type 1 Diabetes,True,0,0,0,0,0,2
NCT03363165,Hepatocyte Growth Factor to Improve Functioning in PAD,True,2,12,31,14,7,2
NCT01487265,Trial of Erlotinib and BKM120 in Patients With Advanced Non Small Cell Lung Cancer Previously Sensit...,True,0,13,37,15,63,1
NCT05755282,Touch and Feel Evaluation of Two Foam Hand Sanitizers,True,0,0,0,0,0,4
NCT03137082,Guanfacine to Reduce Relapse Risk in Women With Alcohol Use Disorder (AUD),True,0,1,3,1,12,2
NCT04739982,A Lead-in Study Evaluating Efficacy of GuessWhat Mobile App Therapy for Children With Autism,True,0,0,0,0,0,2
NCT02653482,Dapagliflozin Effect on Symptoms and Biomarkers in Patients With Heart Failure,True,2,63,37,45,11,2
NCT01600482,Clinical Investigation for Safety and Efficacy Study of CELT ACD (Arterial ClosureDevice),True,0,3,0,3,0,2
NCT00369382,Study Of The Safety And Efficacy Of Conversion From A CNI To Sirolimus In Renally-Impaired Heart Tra...,True,0,43,94,35,53,2
NCT02852265,Nexplanon and Combined Oral Contraceptive (COC) Combined Use Study,True,0,0,2,0,1,2
NCT05968482,Bioavailability and Safety Study Comparing Two Dose Levels of AMZ001 and One Dose Level of Diclofena...,True,0,0,20,0,23,3
NCT00651482,Treatment of Refractory Metastatic Renal Cell Carcinoma With Bevacizumab and RAD001 (Everolimus),True,0,6,10,12,107,1
NCT00308282,A Multi-Site Study to Evaluate the Safety and Effect of Study Drug on Participants With Rheumatoid A...,True,0,8,59,10,26,4
NCT01287065,A Study in Asthmatic Patients to Determine if There is Any Difference in Dosing With Fluticasone Fur...,True,0,0,31,0,16,3
NCT01890265,Evaluate the Safety and Efficacy of FG-3019 (Pamrevlumab) in Participants With Idiopathic Pulmonary ...,True,6,24,134,26,101,6
NCT02752074,A Phase 3 Study of Pembrolizumab + Epacadostat or Placebo in Subjects With Unresectable or Metastati...,True,283,199,652,173,42,2
NCT00348374,Exubera vs Lispro in a Lantus-based Regimen for Improved Glycemic Control in Type 2 Diabetes,True,0,6,135,7,14,2
NCT02840474,"Phase 1, Open-label, Single Dose Study to Examine Safety, Tolerability, Pharmacokinetics and Virolog...",True,0,1,10,1,29,2
NCT03790865,Effects of Livoletide (AZP-531) on Food-related Behaviors in Patients With Prader-Willi Syndrome,True,0,4,102,3,26,3
NCT00447265,Etanercept for the Treatment of Lupus Nephritis,True,0,0,1,0,3,1
NCT05986565,Study of the Families Moving Forward Website Behavioral Intervention for Teachers of Students With F...,True,0,0,0,0,0,2
NCT00795665,Bevacizumab and Carmustine in Treating Patients With Relapsed or Progressive High-Grade Glioma,True,0,0,7,0,32,1
NCT03265665,physicAl aCtiviTy In minOrity womeN With Asthma Intervention,True,0,0,3,0,1,2
NCT01363765,"Xpert MTB/Rif, a New Tool for the Diagnosis of Pulmonary Tuberculosis in Two Municipalities in Brazi...",True,0,0,0,0,0,2
NCT01202565,Effectiveness of Adalimumab (HUMIRA®) in the Treatment of Scalp and Nail Affection in Patients With ...,True,0,5,19,4,1,1
NCT02397265,"Clinical Assessment of a Closed-loop System With Glucagon, Exercise and Mixed Meals",True,0,0,0,0,0,3
NCT04893265,Getting Asian Americans INFORMED to Facilitate COVID-19 Testing and Vaccination,True,0,0,0,0,0,2
NCT02345265,Testing the Combination of the Study Drugs Cediranib and Olaparib in Recurrent Ovarian Cancer,True,21,30,70,33,211,2
NCT01401465,"Study To Evaluate Patient Preference, Satisfaction And Efficacy Of a Nasal Aerosol Versus an Aqueous...",True,0,2,52,2,3,2
NCT05593965,Causal Role of Frontostriatal Circuitry in Goal-directed Behavior,True,0,0,1,0,1,2
NCT01164865,Subjective Comfort With Multipurpose and Hydrogen Peroxide Lens Care Solutions in Soft Contact Lens ...,True,0,0,0,0,0,2
NCT00383565,FR901228 in Treating Patients With Relapsed or Refractory Non-Hodgkin's Lymphoma,True,0,6,9,13,49,1
NCT03051165,Effect of Upper Airway Stimulation on Vascular Function in Obstructive Sleep Apnea,True,0,0,0,0,0,1
NCT03880565,Advanced Reperfusion Strategies for Refractory Cardiac Arrest,True,23,30,0,10,0,2
NCT02275065,"Study to Evaluate Safety, Pharmacokinetics, and Antiviral Activity of Bictegravir (GS-9883) in Human...",True,0,0,9,0,9,5
NCT01333865,A Study of Memantine Hydrochloride (Namenda®) for Cognitive and Behavioral Impairment in Adults With...,True,0,0,14,0,22,1
NCT02579265,Phase 3 Study to Compare Safety and Efficacy of Smoflipid 20% to Intralipid 20% in Hospitalized Neon...,True,2,13,114,16,19,2
NCT02715765,The Use of Transcranial Electrical Stimulation for Hallucinations,True,0,0,0,0,0,3
NCT00988065,Sugammadex Hypersensitivity Study (Study P06042),True,0,3,132,7,5,3
NCT01159665,The Purpose of This Study is to Evaluate the Pharmacokinetic Properties of Intravitreal Ocriplasmin ...,True,0,4,23,6,27,6
NCT01969565,Study of Carfilzomib in Combination w/Dexamethasone in Patients w/Newly Diagnosed Multiple Myeloma,True,0,0,0,0,0,1
NCT01253174,Investigation of Bioequivalence of Ethinylestradiol (EE) and Drospirenone (DRSP) in Two Different Ta...,True,0,0,74,0,25,3
NCT03509974,Early Experience of a New Implant System for Bone Conduction Hearing in the Pediatric Population,True,0,1,10,1,14,1
NCT03595774,Dose-response Effect of Dietary Nitrate on Muscle Function in Older Individuals,True,0,0,0,0,0,1
NCT00040365,Amifostine to Protect the Rectum During External Beam Radiotherapy for Prostate Cancer,True,0,1,30,1,76,1
NCT00578565,Rituximab in Rheumatoid Arthritis Lung Disease,True,0,2,1,3,1,1
NCT03888365,Patient Global Impression Questions for Activity-Induced Symptoms in Participants With PAH,True,0,0,9,0,8,2
NCT02546765,Dexmedetomidine and IV Acetaminophen for the Prevention of Postoperative Delirium Following Cardiac ...,True,0,0,42,0,2,4
NCT00570765,Study of INT-747 as Monotherapy in Participants With Primary Biliary Cirrhosis (PBC),True,0,10,80,24,143,4
NCT01818765,A Pilot Study of Interventricular Septal Puncture for Cardiac Resynchronization Therapy to Treat Hea...,True,3,3,2,1,1,1
NCT02171065,PROSPECT II & PROSPECT ABSORB - an Integrated Natural History Study and Randomized Trial.,True,18,2,0,1,0,3
NCT01771965,Increasing Treatment Seeking Among Suicidal Veterans Calling the Crisis Line,True,0,0,0,0,0,2
